Optional[org.junit.experimental.theories.Theories],validateTestMethods,getAnnotation org.junit.runners.model.FrameworkMethod | validatePublicVoidNoArg org.junit.runners.model.FrameworkMethod | validatePublicVoid org.junit.runners.model.FrameworkMethod | validateNoTypeParametersOnArgs org.junit.runners.model.FrameworkMethod | findDeepAnnotation org.junit.experimental.theories.ParameterSignature | signatures org.junit.experimental.theories.ParameterSignature | getMethod org.junit.runners.model.FrameworkMethod | ,computeTestMethods org.junit.experimental.theories.Theories | ,validateParameterSupplier unsupportedoperation | value unsupportedoperation | 
Optional[org.junit.experimental.theories.Theories],validateParameterSupplier,getConstructors java.lang.Class | getParameterTypes java.lang.reflect.Constructor | equals java.lang.Object | add java.util.List | getName java.lang.Class | add java.util.List | getName java.lang.Class | ,,
Optional[org.junit.experimental.theories.Theories],computeTestMethods,computeTestMethods org.junit.runners.BlockJUnit4ClassRunner | getAnnotatedMethods org.junit.runners.model.TestClass | getTestClass org.junit.runners.ParentRunner | removeAll java.util.List | addAll java.util.List | ,,
Optional[org.junit.experimental.theories.Theories],methodBlock,getTestClass org.junit.runners.ParentRunner | ,,
Optional[org.junit.runner.FilterFactory],createFilter,,,
Optional[org.junit.internal.Checks],notNull,,,
Optional[org.junit.internal.Checks],notNull,,,
Optional[junit.runner.BaseTestRunner],startTest,toString java.lang.Object | ,testStarted junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],setPreferences,,,
Optional[junit.runner.BaseTestRunner],getPreferences,put java.util.Hashtable | put java.util.Hashtable | ,readPreferences junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],savePreferences,close java.io.FileOutputStream | store java.util.Properties | ,getPreferencesFile junit.runner.BaseTestRunner | getPreferences junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],setPreference,put java.util.Hashtable | ,getPreferences junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],endTest,toString java.lang.Object | ,testEnded junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],addError,,testFailed junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],addFailure,,testFailed junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],testStarted,,,
Optional[junit.runner.BaseTestRunner],testEnded,,,
Optional[junit.runner.BaseTestRunner],testFailed,,,
Optional[junit.runner.BaseTestRunner],getTest,length java.lang.String | getMessage java.lang.Throwable | toString java.lang.Throwable | getMethod java.lang.Class | isStatic java.lang.reflect.Modifier | getModifiers java.lang.reflect.Method | toString java.lang.Throwable | getTargetException java.lang.reflect.InvocationTargetException | toString java.lang.Throwable | invoke java.lang.reflect.Method | ,clearStatus junit.runner.BaseTestRunner | runFailed junit.runner.BaseTestRunner | runFailed junit.runner.BaseTestRunner | loadSuiteClass junit.runner.BaseTestRunner | clearStatus junit.runner.BaseTestRunner | runFailed junit.runner.BaseTestRunner | runFailed junit.runner.BaseTestRunner | runFailed junit.runner.BaseTestRunner | clearStatus junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],elapsedTimeAsString,format java.text.NumberFormat | getInstance java.text.NumberFormat | ,,
Optional[junit.runner.BaseTestRunner],processArguments,equals java.lang.String | equals java.lang.String | equals java.lang.String | println java.io.PrintStream | ,extractClassName junit.runner.BaseTestRunner | setLoading junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],setLoading,,,
Optional[junit.runner.BaseTestRunner],extractClassName,startsWith java.lang.String | substring java.lang.String | lastIndexOf java.lang.String | ,,
Optional[junit.runner.BaseTestRunner],truncate,length java.lang.String | substring java.lang.String | ,,
Optional[junit.runner.BaseTestRunner],runFailed,,,
Optional[junit.runner.BaseTestRunner],loadSuiteClass,forName java.lang.Class | ,,
Optional[junit.runner.BaseTestRunner],clearStatus,,,
Optional[junit.runner.BaseTestRunner],useReloadingTestSuiteLoader,equals java.lang.String | ,getPreference junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],getPreferencesFile,getProperty java.lang.System | ,,
Optional[junit.runner.BaseTestRunner],readPreferences,close java.io.InputStream | load java.util.Properties | ,getPreferencesFile junit.runner.BaseTestRunner | setPreferences junit.runner.BaseTestRunner | getPreferences junit.runner.BaseTestRunner | getPreferences junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],getPreference,getProperty java.util.Properties | ,getPreferences junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],getPreference,parseInt java.lang.Integer | ,getPreference junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],getFilteredTrace,getStacktrace org.junit.internal.Throwables | ,getFilteredTrace junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],getFilteredTrace,println java.io.PrintWriter | readLine java.io.BufferedReader | toString java.io.StringWriter | ,showStackRaw junit.runner.BaseTestRunner | filterLine junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],showStackRaw,equals java.lang.String | ,getPreference junit.runner.BaseTestRunner | ,
Optional[junit.runner.BaseTestRunner],filterLine,indexOf java.lang.String | ,,
Optional[org.junit.experimental.max.MaxHistory.TestComparator],compare,isNewTest org.junit.experimental.max.MaxHistory | isNewTest org.junit.experimental.max.MaxHistory | compareTo java.lang.Long | compareTo java.lang.Long | getTestDuration org.junit.experimental.max.MaxHistory | getTestDuration org.junit.experimental.max.MaxHistory | ,getFailure org.junit.experimental.max.MaxHistory.TestComparator | getFailure org.junit.experimental.max.MaxHistory.TestComparator | ,
Optional[org.junit.experimental.max.MaxHistory.TestComparator],getFailure,getFailureTimestamp org.junit.experimental.max.MaxHistory | ,,
Optional[org.junit.rules.MethodRule],apply,,,
Optional[junit.framework.TestSuite],createTest,getName java.lang.Class | getStacktrace org.junit.internal.Throwables | getStacktrace org.junit.internal.Throwables | getTargetException java.lang.reflect.InvocationTargetException | getStacktrace org.junit.internal.Throwables | getParameterTypes java.lang.reflect.Constructor | newInstance java.lang.reflect.Constructor | newInstance java.lang.reflect.Constructor | setName junit.framework.TestCase | ,warning junit.framework.TestSuite | getTestConstructor junit.framework.TestSuite | warning junit.framework.TestSuite | warning junit.framework.TestSuite | warning junit.framework.TestSuite | ,
Optional[junit.framework.TestSuite],getTestConstructor,getConstructor java.lang.Class | getConstructor java.lang.Class | ,,
Optional[junit.framework.TestSuite],warning,fail junit.framework.TestCase | ,,
Optional[junit.framework.TestSuite],addTestsFromTestCase,getName java.lang.Class | getName java.lang.Class | isPublic java.lang.reflect.Modifier | getModifiers java.lang.Class | getName java.lang.Class | getDeclaredMethods org.junit.internal.MethodSorter | getSuperclass java.lang.Class | isAssignableFrom java.lang.Class | size java.util.Vector | getName java.lang.Class | ,addTest junit.framework.TestSuite | warning junit.framework.TestSuite | getTestConstructor junit.framework.TestSuite | addTest junit.framework.TestSuite | warning junit.framework.TestSuite | addTestMethod junit.framework.TestSuite | addTest junit.framework.TestSuite | warning junit.framework.TestSuite | ,
Optional[junit.framework.TestSuite],testCaseForClass,isAssignableFrom java.lang.Class | getCanonicalName java.lang.Class | asSubclass java.lang.Class | ,warning junit.framework.TestSuite | ,
Optional[junit.framework.TestSuite],addTest,add java.util.Vector | ,,
Optional[junit.framework.TestSuite],addTestSuite,,addTest junit.framework.TestSuite | ,
Optional[junit.framework.TestSuite],countTestCases,countTestCases junit.framework.Test | ,,
Optional[junit.framework.TestSuite],getName,,,
Optional[junit.framework.TestSuite],run,shouldStop junit.framework.TestResult | ,runTest junit.framework.TestSuite | ,
Optional[junit.framework.TestSuite],runTest,run junit.framework.Test | ,,
Optional[junit.framework.TestSuite],setName,,,
Optional[junit.framework.TestSuite],testAt,get java.util.Vector | ,,
Optional[junit.framework.TestSuite],testCount,size java.util.Vector | ,,
Optional[junit.framework.TestSuite],tests,elements java.util.Vector | ,,
Optional[junit.framework.TestSuite],toString,toString java.lang.Object | ,getName junit.framework.TestSuite | getName junit.framework.TestSuite | ,
Optional[junit.framework.TestSuite],addTestMethod,getName java.lang.reflect.Method | contains java.util.List | getName java.lang.reflect.Method | getCanonicalName java.lang.Class | add java.util.List | ,isPublicTestMethod junit.framework.TestSuite | isTestMethod junit.framework.TestSuite | addTest junit.framework.TestSuite | warning junit.framework.TestSuite | addTest junit.framework.TestSuite | createTest junit.framework.TestSuite | ,
Optional[junit.framework.TestSuite],isPublicTestMethod,isPublic java.lang.reflect.Modifier | getModifiers java.lang.reflect.Method | ,isTestMethod junit.framework.TestSuite | ,
Optional[junit.framework.TestSuite],isTestMethod,getParameterTypes java.lang.reflect.Method | startsWith java.lang.String | getName java.lang.reflect.Method | equals java.lang.Object | getReturnType java.lang.reflect.Method | ,,
Optional[org.junit.experimental.theories.internal.SpecificDataPointsSupplier],getSingleDataPointFields,getSingleDataPointFields org.junit.experimental.theories.internal.AllMembersSupplier | getAnnotation org.junit.experimental.theories.ParameterSignature | getAnnotation java.lang.reflect.Field | contains java.util.List | asList java.util.Arrays | add java.util.List | ,,value unsupportedoperation | value unsupportedoperation | 
Optional[org.junit.experimental.theories.internal.SpecificDataPointsSupplier],getDataPointsFields,getDataPointsFields org.junit.experimental.theories.internal.AllMembersSupplier | getAnnotation org.junit.experimental.theories.ParameterSignature | getAnnotation java.lang.reflect.Field | contains java.util.List | asList java.util.Arrays | add java.util.List | ,,value unsupportedoperation | value unsupportedoperation | 
Optional[org.junit.experimental.theories.internal.SpecificDataPointsSupplier],getSingleDataPointMethods,getSingleDataPointMethods org.junit.experimental.theories.internal.AllMembersSupplier | getAnnotation org.junit.experimental.theories.ParameterSignature | getAnnotation org.junit.runners.model.FrameworkMethod | contains java.util.List | asList java.util.Arrays | add java.util.List | ,,value unsupportedoperation | value unsupportedoperation | 
Optional[org.junit.experimental.theories.internal.SpecificDataPointsSupplier],getDataPointsMethods,getDataPointsMethods org.junit.experimental.theories.internal.AllMembersSupplier | getAnnotation org.junit.experimental.theories.ParameterSignature | getAnnotation org.junit.runners.model.FrameworkMethod | contains java.util.List | asList java.util.Arrays | add java.util.List | ,,value unsupportedoperation | value unsupportedoperation | 
Optional[org.junit.internal.runners.statements.RunBefores],evaluate,evaluate org.junit.runners.model.Statement | ,invokeMethod org.junit.internal.runners.statements.RunBefores | ,
Optional[org.junit.internal.runners.statements.RunBefores],invokeMethod,invokeExplosively org.junit.runners.model.FrameworkMethod | ,,
Optional[junit.extensions.TestSetup],run,basicRun junit.extensions.TestDecorator | runProtected junit.framework.TestResult | ,setUp junit.extensions.TestSetup | tearDown junit.extensions.TestSetup | ,
Optional[junit.extensions.TestSetup],setUp,,,
Optional[junit.extensions.TestSetup],tearDown,,,
Optional[org.junit.runners.Parameterized],validateBeforeParamAndAfterParamMethods,isEmpty java.util.List | getJavaClass org.junit.runners.model.TestClass | getTestClass org.junit.runners.ParentRunner | ,validatePublicStaticVoidMethods org.junit.runners.Parameterized | validatePublicStaticVoidMethods org.junit.runners.Parameterized | ,
Optional[org.junit.runners.Parameterized],validatePublicStaticVoidMethods,getAnnotatedMethods org.junit.runners.model.TestClass | getTestClass org.junit.runners.ParentRunner | validatePublicVoid org.junit.runners.model.FrameworkMethod | getParameterTypes java.lang.reflect.Method | getMethod org.junit.runners.model.FrameworkMethod | add java.util.List | getName org.junit.runners.model.FrameworkMethod | ,,
Optional[org.junit.rules.TestWatchman],apply,evaluate org.junit.runners.model.Statement | ,starting org.junit.rules.TestWatchman | failed org.junit.rules.TestWatchman | finished org.junit.rules.TestWatchman | succeeded org.junit.rules.TestWatchman | ,
Optional[org.junit.rules.TestWatchman],succeeded,,,
Optional[org.junit.rules.TestWatchman],failed,,,
Optional[org.junit.rules.TestWatchman],starting,,,
Optional[org.junit.rules.TestWatchman],finished,,,
Optional[org.junit.internal.management.ManagementFactory.RuntimeHolder],getBean,,,
Optional[org.junit.internal.InexactComparisonCriteria],assertElementsEqual,assertEquals org.junit.Assert | assertEquals org.junit.Assert | ,,
Optional[org.junit.rules.RuleChain],emptyRuleChain,,,
Optional[org.junit.rules.RuleChain],outerRule,,around org.junit.rules.RuleChain | emptyRuleChain org.junit.rules.RuleChain | ,
Optional[org.junit.rules.RuleChain],around,add java.util.List | addAll java.util.List | ,,
Optional[org.junit.rules.RuleChain],apply,,,
Optional[org.junit.internal.runners.statements.FailOnTimeout.CallableStatement],call,countDown java.util.concurrent.CountDownLatch | evaluate org.junit.runners.model.Statement | ,,
Optional[org.junit.internal.runners.statements.FailOnTimeout.CallableStatement],awaitStarted,await java.util.concurrent.CountDownLatch | ,,
Optional[org.junit.internal.requests.SortingRequest],getRunner,getRunner org.junit.runner.Request | apply org.junit.runner.manipulation.Sorter | ,,
Optional[org.junit.experimental.theories.PotentialAssignment],forValue,format java.lang.String | format java.lang.String | getSimpleName java.lang.Class | getClass java.lang.Object | getMessage java.lang.Throwable | format java.lang.String | format java.lang.String | ,,
Optional[org.junit.experimental.theories.PotentialAssignment],getValue,,,
Optional[org.junit.experimental.theories.PotentialAssignment],getDescription,,,
Optional[org.junit.internal.ArrayComparisonFailure],addDimension,add java.util.List | ,,
Optional[org.junit.internal.ArrayComparisonFailure],getCause,getCause java.lang.Throwable | getCause java.lang.Throwable | ,,
Optional[org.junit.internal.ArrayComparisonFailure],getMessage,append java.lang.StringBuilder | append java.lang.StringBuilder | append java.lang.StringBuilder | append java.lang.StringBuilder | append java.lang.StringBuilder | append java.lang.StringBuilder | append java.lang.StringBuilder | getMessage java.lang.Throwable | toString java.lang.StringBuilder | ,getCause org.junit.internal.ArrayComparisonFailure | ,
